year,playlist_id,video_id,set_number,video_type,book_number,title,description,published_at,youtube_url,embed_url,thumbnail_url
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,qEkIo1w9nkw,122508,unknown,,LEGO Instructions - Jurassic World - 122508 - Alan Grant and Propeller Boat - Magazine Gift,"🧱 LEGO Instructions – Jurassic World – 122508 – Alan Grant and Propeller Boat

Watch step-by-step building instructions for LEGO Jurassic World set 122508 – Alan Grant and Propeller Boat.
Perfect for LEGO fans, collectors, and builders looking for Jurassic World LEGO instructions.

📦 Set Information:
• Set Number: 122508
• Name: Alan Grant and Propeller Boat
• Theme: Jurassic World
• Subtheme: Magazine Gift
• Year Released: 2025
• Pieces: 31

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOINSTRUCTIONSFORYOU  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOJurassic #LEGO122508 #LEGOBuild",2025-12-23T10:23:11Z,https://www.youtube.com/watch?v=qEkIo1w9nkw,https://www.youtube.com/embed/qEkIo1w9nkw,https://i.ytimg.com/vi/qEkIo1w9nkw/sddefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,A8u_TZklGtU,952512,unknown,,LEGO Instructions - City - 952512 - Snowmobile - Magazine Gift,"🧱 LEGO Instructions – City – 952512 – Snowmobile

Watch step-by-step building instructions for LEGO City set 952512 – Snowmobile.
Perfect for LEGO fans, collectors, and builders looking for City LEGO instructions.

📦 Set Information:
• Set Number: 952512
• Name: Snowmobile
• Theme: City
• Subtheme: Magazine Gift
• Year Released: 2025
• Pieces: 23

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOCity #LEGO952512 #LEGOBuild",2025-12-23T10:23:41Z,https://www.youtube.com/watch?v=A8u_TZklGtU,https://www.youtube.com/embed/A8u_TZklGtU,https://i.ytimg.com/vi/A8u_TZklGtU/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,VDpT2EaOnss,242506,unknown,,LEGO Instructions - Marvel Super Heroes - 242506 - Captain America - Magazine Gift,"🧱 LEGO Instructions – Marvel Super Heroes – 242506 – Captain America

Watch step-by-step building instructions for LEGO Marvel Super Heroes set 242506 – Captain America.
Perfect for LEGO fans, collectors, and builders looking for Marvel Super Heroes LEGO instructions.

📦 Set Information:
• Set Number: 242506
• Name: Captain America
• Theme: Marvel Super Heroes
• Subtheme: Magazine Gift
• Year Released: 2025
• Pieces: 18

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOINSTRUCTIONSFORYOU  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOMarvel #LEGO242506 #LEGOBuild",2025-12-23T10:26:30Z,https://www.youtube.com/watch?v=VDpT2EaOnss,https://www.youtube.com/embed/VDpT2EaOnss,https://i.ytimg.com/vi/VDpT2EaOnss/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,pDX7my3OkKI,662513,unknown,,"LEGO Instructions - Minecraft - 662513 - Pirate with Frog, Slime and Cartography Cartography Table","🧱 LEGO Instructions – Minecraft – 662513 – Pirate with Frog, Slime and Cartography Table

Watch step-by-step building instructions for LEGO Minecraft set 662513 – Pirate with Frog, Slime and Cartography Table.
Perfect for LEGO fans, collectors, and builders looking for Minecraft LEGO instructions.

📦 Set Information:
• Set Number: 662513
• Name: Pirate with Frog, Slime and Cartography Table
• Theme: Minecraft
• Subtheme: Magazine Gift
• Year Released: 2025
• Pieces: 12

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOMinecraft #LEGO662513 #LEGOBuild",2025-12-23T16:20:21Z,https://www.youtube.com/watch?v=pDX7my3OkKI,https://www.youtube.com/embed/pDX7my3OkKI,https://i.ytimg.com/vi/pDX7my3OkKI/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,WAvdkoYVDJ0,,unknown,,LEGO Instructions - Make and Take - Mini Build - Children's Book,"🧱 LEGO Instructions – Make and Take – Mini Build – Children's Book

Watch step-by-step building instructions for LEGO Make and Take set Mini Build – Children's Book.
Perfect for LEGO fans, collectors, and builders looking for Make and Take LEGO instructions.

📦 Set Information:
• Set Number: Mini Build
• Name: Children's Book
• Theme: Make and Take
• Subtheme: 
• Year Released: 2025
• Pieces: 

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOINSTRUCTIONSFORYOU  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOMakeandTake #MiniBuild #LEGOBuild",2025-12-20T06:48:54Z,https://www.youtube.com/watch?v=WAvdkoYVDJ0,https://www.youtube.com/embed/WAvdkoYVDJ0,https://i.ytimg.com/vi/WAvdkoYVDJ0/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,dT5RQ2RkJjw,,unknown,,LEGO Instructions - Make and Take - Mini Build - Christmas Gift,"🧱 LEGO Instructions – Make and Take – Mini Build - Christmas Gift

Watch step-by-step building instructions for LEGO Make and Take set Mini Build - Christmas Gift

Perfect for LEGO fans, collectors, and builders looking for Make and Take LEGO instructions.

📦 Set Information:
• Set Number: Mini Build
• Name: Christmas Gift
• Theme: Make and Take
• Subtheme: 
• Year Released: 2025
• Pieces: 

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOINSTRUCTIONSFORYOU  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOMakeandTake #LEGOGift #LEGOBuild",2025-12-20T06:46:32Z,https://www.youtube.com/watch?v=dT5RQ2RkJjw,https://www.youtube.com/embed/dT5RQ2RkJjw,https://i.ytimg.com/vi/dT5RQ2RkJjw/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,mz87vwwMi5o,,unknown,,LEGO Instructions - Ninjago - Mini Build - Micro Fire Knight Mech,"🧱 LEGO Instructions – Ninjago – Mini Build – Micro Fire Knight Mech

Watch step-by-step building instructions for LEGO Ninjago set Mini Build – Micro Fire Knight Mech.
Perfect for LEGO fans, collectors, and builders looking for Ninjago LEGO instructions.

📦 Set Information:
• Set Number: Mini Build
• Name: Micro Fire Knight Mech
• Theme: Ninjago
• Subtheme: 
• Year Released: 2025
• Pieces: 

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOINSTRUCTIONSFORYOU  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGONinjago #LEGOThe_Fire_Knight_Mech #LEGOBuild",2025-12-20T06:37:42Z,https://www.youtube.com/watch?v=mz87vwwMi5o,https://www.youtube.com/embed/mz87vwwMi5o,https://i.ytimg.com/vi/mz87vwwMi5o/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,zVp5Ifmc_34,,unknown,,LEGO Instructions - Ninjago - EG00166 - Ninjago Fortnite Nunchucks,"🧱 LEGO Instructions – Ninjago – EG00166 – Ninjago Fortnite Nunchucks

Watch step-by-step building instructions for LEGO Ninjago set EG00166 – Ninjago Fortnite Nunchucks.
Perfect for LEGO fans, collectors, and builders looking for Ninjago LEGO instructions.

📦 Set Information:
• Set Number: EG00166
• Name: Ninjago Fortnite Nunchucks
• Theme: Ninjago
• Subtheme: Fortnite
• Year Released: 2025
• Pieces: 240

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOINSTRUCTIONSFORYOU  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGONinjago #LEGOEG00166 #LEGOBuild",2025-12-16T09:10:06Z,https://www.youtube.com/watch?v=zVp5Ifmc_34,https://www.youtube.com/embed/zVp5Ifmc_34,https://i.ytimg.com/vi/zVp5Ifmc_34/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,GnTh8SDtwzQ,21363,all_books,,LEGO Instructions - Ideas - 21363 - The Goonies - Licensed (All Books),"🧱 LEGO Instructions – Ideas – 21363 – The Goonies

Watch step-by-step building instructions for LEGO Ideas set 21363 – The Goonies.
Perfect for LEGO fans, collectors, and builders looking for Ideas LEGO instructions.

📦 Set Information:
• Set Number: 21363
• Name: The Goonies
• Theme: Ideas
• Subtheme: Licensed
• Year Released: 2025
• Pieces: 2912

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOIdeas #LEGO21363 #LEGOBuild",2025-11-02T09:31:27Z,https://www.youtube.com/watch?v=GnTh8SDtwzQ,https://www.youtube.com/embed/GnTh8SDtwzQ,https://i.ytimg.com/vi/GnTh8SDtwzQ/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,rko_p3nIRB0,40777,unknown,,LEGO Instructions - Creator - 40777 - Celebration Series: Gingerbread Train Ornament - Seasonal,"🧱 LEGO Instructions – Creator – 40777 – Celebration Series: Gingerbread Train Ornament

Watch step-by-step building instructions for LEGO Creator set 40777 – Celebration Series: Gingerbread Train Ornament.
Perfect for LEGO fans, collectors, and builders looking for Creator LEGO instructions.

📦 Set Information:
• Set Number: 40777
• Name: Celebration Series: Gingerbread Train Ornament
• Theme: Creator
• Subtheme: Seasonal
• Year Released: 2025
• Pieces: 190

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOCreator #LEGO40777 #LEGOBuild",2025-12-10T09:21:50Z,https://www.youtube.com/watch?v=rko_p3nIRB0,https://www.youtube.com/embed/rko_p3nIRB0,https://i.ytimg.com/vi/rko_p3nIRB0/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,6JnIFOWS1w4,6614230,unknown,,LEGO Instructions - Promotional - 6614230 - Holiday Kangaroo - Miscellaneous,"🧱 LEGO Instructions – Promotional – 6614230 – Holiday Kangaroo

Watch step-by-step building instructions for LEGO Promotional set 6614230 – Holiday Kangaroo.
Perfect for LEGO fans, collectors, and builders looking for Promotional LEGO instructions.

📦 Set Information:
• Set Number: 6614230
• Name: Holiday Kangaroo
• Theme: Promotional
• Subtheme: Miscellaneous
• Year Released: 2025
• Pieces: 54

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOPromotional #LEGO6614230 #LEGOBuild",2025-12-09T06:47:38Z,https://www.youtube.com/watch?v=6JnIFOWS1w4,https://www.youtube.com/embed/6JnIFOWS1w4,https://i.ytimg.com/vi/6JnIFOWS1w4/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,NHNpIxw05Qw,6575260,unknown,,LEGO Instructions - Promotional - 6575260 - Holiday Ornament - LEGO brand stores,"🧱 LEGO Instructions – Promotional – 6575260 – Holiday Ornament

Watch step-by-step building instructions for LEGO Promotional set 6575260 – Holiday Ornament.
Perfect for LEGO fans, collectors, and builders looking for Promotional LEGO instructions.

📦 Set Information:
• Set Number: 6575260
• Name: Holiday Ornament
• Theme: Promotional
• Subtheme: LEGO brand stores
• Year Released: 2025
• Pieces: 60

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOPromotional #LEGO6575260 #LEGOBuild",2025-12-08T07:08:45Z,https://www.youtube.com/watch?v=NHNpIxw05Qw,https://www.youtube.com/embed/NHNpIxw05Qw,https://i.ytimg.com/vi/NHNpIxw05Qw/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,748q_oBiSXM,662512,unknown,,LEGO Instructions - Minecraft - 662512 - Ender Knight with Shulker - Magazine Gift,"🧱 LEGO Instructions – Minecraft – 662512 – Ender Knight with Shulker

Watch step-by-step building instructions for LEGO Minecraft set 662512 – Ender Knight with Shulker.
Perfect for LEGO fans, collectors, and builders looking for Minecraft LEGO instructions.

📦 Set Information:
• Set Number: 662512
• Name: Ender Knight with Shulker
• Theme: Minecraft
• Subtheme: Magazine Gift
• Year Released: 2025
• Pieces: 

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOMinecraft #LEGO662512 #LEGOBuild",2025-11-23T11:45:49Z,https://www.youtube.com/watch?v=748q_oBiSXM,https://www.youtube.com/embed/748q_oBiSXM,https://i.ytimg.com/vi/748q_oBiSXM/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,z0Rm3SGfFSs,682506,unknown,,LEGO Instructions - Marvel Super Heroes - 682506 - Ghost-Spider - Magazine Gift,"🧱 LEGO Instructions – Marvel Super Heroes – 682506 – Ghost-Spider

Watch step-by-step building instructions for LEGO Marvel Super Heroes set 682506 – Ghost-Spider.
Perfect for LEGO fans, collectors, and builders looking for Marvel Super Heroes LEGO instructions.

📦 Set Information:
• Set Number: 682506
• Name: Ghost-Spider
• Theme: Marvel Super Heroes
• Subtheme: Magazine Gift
• Year Released: 2025
• Pieces: 

🎬 More LEGO Instructions: https://www.youtube.com/@LEGOInstructionsForYou  

🔔 Subscribe for daily LEGO builds, speed builds & tutorials!  

—
LEGO® is a trademark of the LEGO Group, which does not sponsor, authorize, or endorse this content.

#LEGO #LEGOInstructions #LEGOMarvel Super Heroes #LEGO682506 #LEGOBuild",2025-11-23T18:50:35Z,https://www.youtube.com/watch?v=z0Rm3SGfFSs,https://www.youtube.com/embed/z0Rm3SGfFSs,https://i.ytimg.com/vi/z0Rm3SGfFSs/maxresdefault.jpg
2025,PLQcpf5VzBO0r7AYWpgFpJcBfPDB8rf81V,LmGA0FRsBjo,10356,all_books,,LEGO Instructions - Icons - 10356 - Star Trek: U.S.S. Enterprise NCC-1701-D - Star Trek (All Books),"🧱 LEGO Instructions – Icons – 10356 – Star Trek: U.S.S. Enterprise NCC-1701-D (All Books)

Combined instruction video for all booklets of LEGO Icons set 10356 – Star Trek: U.S.S. Enterprise NCC-1701-D.

#LEGO #LEGOInstructions #LEGOIcons #LEGO10356 #LEGOBuild",2025-11-28T07:42:57Z,https://www.youtube.com/watch?v=LmGA0FRsBjo,https://www.youtube.com/embed/LmGA0FRsBjo,https://i.ytimg.com/vi/LmGA0FRsBjo/maxresdefault.jpg
